country,segment_id,road_name,road_class,land_use,speed_limit,median_speed,f85_speed,percent_over,median_gap,f85_gap,sample_total,road_length_km,sinuosity,bearing_change_per_km,limit_alignment_points,operating_speed_points,exposure_points,vulnerable_context_points,geometry_points,qa_points,speed_safety_score,priority_class,recommended_action,confidence
Thailand,17519,Asian Highway,trunk,URBAN,80.0,98.23333333,112.33333333,0.761082833667179,18.233333329999994,32.33333333,6048205.0,7.9,1.0113093992224986,7.121271060264771,30,25,11,13,0,0,79,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,33988,Khotchaseni Road,trunk,RURAL,90.0,102.0,117.0,0.7666663390566798,12.0,27.0,406988.0,9.6,1.1658412697399936,11.464141573618589,28,25,8,8,10,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34108,Malai Maen Road,trunk,URBAN,80.0,85.45,101.0,0.7531197917334964,5.450000000000003,21.0,701409.0,7.1,1.0883266693631908,10.156138550858609,30,21,8,13,7,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34123,Malai Maen Road,trunk,URBAN,80.0,87.5,103.0,0.649999777140896,7.5,23.0,448714.0,4.5,1.0893718426725452,28.39261213719595,30,21,8,13,7,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34847,Suphan Buri Ring Road,primary,URBAN,90.0,97.7,114.0,0.6499994111204023,7.700000000000003,24.0,169814.0,7.5,1.0902381031212744,13.698815647095554,30,21,8,13,7,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,36214,Phetkasem Road,trunk,URBAN,80.0,83.3,97.5,0.5780583234199527,3.299999999999997,17.5,1832540.0,0.9,1.1525454868720013,21.627930104949282,30,17,9,13,10,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,36249,Phetkasem Road,trunk,URBAN,80.0,88.8,105.0,0.6833334197009576,8.799999999999997,25.0,2122709.0,4.7,1.0000265214984407,4.219383919768711,30,25,11,13,0,0,79,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,36502,Vajiravudh Damnoen Road,trunk,RURAL,90.0,92.725,108.375,0.6787822659379362,2.7249999999999943,18.375,1315164.0,38.8,1461.020031971211,28.96640706449928,28,21,12,8,10,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,36556,Phitsanulok Ring Road,trunk,URBAN,80.0,87.8,102.0,0.666666036805318,7.799999999999997,22.0,529217.0,7.4,1.089172922794203,20.485536041693763,30,21,8,13,7,0,79,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,15182, ,trunk,URBAN,90.0,91.7,107.0,0.5500020904855036,1.7000000000000028,17.0,215261.0,6.9,1.0149806102446037,131.4115421129809,30,17,8,13,10,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,15690,Mukdahan Bypass Road,trunk,URBAN,80.0,78.05,98.0,0.4662855960479011,-1.9500000000000028,18.0,270641.0,6.8,1.2653644593437279,20.077763731893864,30,17,8,13,10,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,16201,Phahon Yothin Road,trunk,URBAN,80.0,79.9,95.0,0.49999849568411775,-0.09999999999999432,15.0,332377.0,7.8,1.2917911360896062,14.187031611064327,30,17,8,13,10,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,20475, ,primary,URBAN,80.0,89.8,106.0,0.7166720853840376,9.799999999999997,26.0,89197.0,2.7,1.0047532906863894,48.403988903067095,30,25,3,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",Medium
Thailand,34085,Surat Thani Ring Road,primary,URBAN,90.0,89.2,105.5,0.4874922720247295,-0.7999999999999972,15.5,517600.0,3.8,1.1507303187566664,15.71571783876835,30,17,8,13,10,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34737,Suwinthawong Road,trunk,URBAN,85.0,85.0,101.0,0.49999967602080986,0.0,16.0,1543309.0,3.5,1.0920432183535498,22.625960387988975,30,17,11,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,35047,Super Highway,trunk,URBAN,80.0,81.86666666,97.0,0.4737892271440695,1.866666660000007,17.0,4218380.0,8.5,1.1000405740102592,10.503477696544511,30,17,11,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,35746,Mittraphap Road,trunk,URBAN,90.0,79.7875,95.875,0.353420730077389,-10.212500000000006,5.875,12270480.0,14.5,1.0824253649700812,21.849988171247983,30,13,15,13,7,0,78,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,36167,Phetkasem Road,trunk,URBAN,90.0,86.7,105.0,0.5316690537090698,-3.299999999999997,15.0,1624046.0,6.3,1.0927932083168779,15.24238753157169,30,17,11,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,36175,Phetkasem Road,trunk,URBAN,90.0,84.95,102.0,0.3749997430593478,-5.049999999999997,12.0,1459481.0,10.6,1.2622782731666216,36.45631935103098,30,13,12,13,10,0,78,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,36245,Phetkasem Road,trunk,URBAN,90.0,83.8,101.0,0.45871459411500193,-6.200000000000003,11.0,6609212.0,14.5,1.2842576044644383,10.48813325304614,30,13,12,13,10,0,78,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,47417, ,secondary,URBAN,90.0,90.8,106.0,0.5249999939343665,0.7999999999999972,16.0,4121581.0,0.4,7.7804101777508015,241.62945672225018,30,17,9,12,10,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,55620,Phahonyothin Road,trunk,URBAN,90.0,88.575,106.25,0.5750278044229243,-1.4249999999999972,16.25,2288305.0,8.8,1.0970036932328238,39.055225030703554,30,17,11,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,55826,Thep Krasattri Road,primary,URBAN,65.0,64.5,80.5,0.5141869675416488,-0.5,15.5,1677596.0,5.0,1.0437264746570132,49.98428141486238,30,17,11,13,7,0,78,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,95,Saraburi Bypass Road,trunk,URBAN,80.0,75.2,89.0,0.38738339810407213,-4.799999999999997,9.0,2231203.0,3.7,1.216781713889948,14.590419778803772,30,13,11,13,10,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,5351, ,trunk,URBAN,80.0,86.2,100.0,0.675001742929516,6.200000000000003,20.0,215155.0,0.5,1.0116445227589834,47.81853817039915,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,5562, ,trunk,URBAN,80.0,89.9,103.0,0.7333338480583287,9.900000000000006,23.0,388557.0,1.0,1.1002969925545207,58.47264148358347,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,6471, ,trunk,URBAN,65.0,97.85,114.0,0.8253121619454199,32.849999999999994,49.0,293037.0,23.2,1.0002904345843564,10.278394680494788,30,25,9,13,0,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,9057, ,trunk,RURAL,90.0,98.85,115.5,0.6999991885701998,8.849999999999994,25.5,985914.0,13.3,1.0873261030280097,27.0885410612609,28,25,9,8,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,11425, ,trunk,URBAN,80.0,89.4,106.0,0.7166664739053498,9.400000000000006,26.0,1210478.0,1.0,1.0000466536117016,6.377230219558364,30,25,9,13,0,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,16304,Phahon Yothin Road,trunk,URBAN,80.0,75.09230769,90.61538461,0.33373308264173235,-4.907692310000002,10.615384610000007,44973186.0,22.8,1.1685930450107391,7.4712226162207935,30,9,15,13,10,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,17573,Chaiyaphruek Road,trunk,URBAN,60.0,76.3,91.0,0.8125000414464204,16.299999999999997,31.0,3015942.0,2.0,2.688576641619344,139.71960283074534,20,25,9,13,10,0,77,Critical review,Curve/geometry speed-management review,High
Thailand,19619, ,primary,URBAN,80.0,88.2,104.0,0.699998780755444,8.200000000000003,24.0,164036.0,2.6,1.0353635974940663,50.64706641959359,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,23096, ,primary,URBAN,80.0,84.1,97.5,0.6088135927597347,4.099999999999994,17.5,121653.0,0.9,1.064488404542551,79.30269902996547,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,23098, ,primary,URBAN,80.0,86.5,101.0,0.6588799223348097,6.5,21.0,115367.0,2.0,1.1116394711020188,70.7292012833154,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,27478, ,primary,URBAN,80.0,86.5,100.0,0.6666666666666666,6.5,20.0,207381.0,0.4,1.0152301360405527,85.92860984060135,30,21,6,13,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,29539, ,primary,RURAL,90.0,98.47142857,115.14285714,0.6562075336295482,8.47142857,25.142857140000004,785916.0,37.6,1.108296464615485,24.096789401828488,28,25,9,8,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,33658,Sirat Expressway,motorway,URBAN,80.0,78.98,94.4,0.6892068490380235,-1.019999999999996,14.400000000000006,31744020.0,3.7,1.0897335388675986,25.788430758480583,30,17,14,9,7,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34330,Sa Kaeo-Khao Hin Son Road,primary,URBAN,90.0,99.4,115.5,0.6916119949164428,9.400000000000006,25.5,737279.0,10.2,1.0228880297436385,6.426158142488171,30,25,9,13,0,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,35593,Chonburi Bypass,trunk,URBAN,80.0,76.85,91.25,0.5688909945602685,-3.1500000000000057,11.25,11503325.0,5.6,1.1496047933422457,16.401665350941496,30,13,14,13,7,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,35751,Mittraphap Road,trunk,URBAN,80.0,95.7,116.0,0.7749999899707587,15.700000000000003,36.0,2492711.0,1.1,1.000004009571744,1.4030465822338056,30,25,9,13,0,0,77,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,42666, ,secondary,URBAN,80.0,84.5,100.0,0.5999995183241534,4.5,20.0,415217.0,6.0,1.162481079809144,37.63134000237907,30,17,8,12,10,0,77,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,6299, ,trunk,URBAN,90.0,101.0,119.0,0.7166686313804079,11.0,29.0,135728.0,4.6,1.0550735128849316,13.31512786619872,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,6300, ,trunk,URBAN,90.0,97.2,116.0,0.649998011533108,7.200000000000003,26.0,125725.0,5.2,1.0544923949748084,13.478760720325411,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,6383, ,trunk,URBAN,90.0,104.0,119.0,0.7624998603991467,14.0,29.0,268623.0,4.2,1.0000029595118776,0.2337827175164652,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,6384, ,trunk,URBAN,90.0,101.0,117.0,0.7166675981296223,11.0,27.0,268395.0,4.2,1.0000104816116102,0.5172797198804024,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,10310, ,trunk,URBAN,80.0,89.6,106.0,0.6999998106465851,9.599999999999994,26.0,528113.0,3.1,1.0016135042462089,9.028199456159909,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,12876, ,trunk,URBAN,80.0,90.2,105.0,0.7333328141912675,10.200000000000003,25.0,642085.0,6.5,1.000075959721839,7.347474835261651,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,15808,Udon Ratthaya Expressway,motorway,URBAN,80.0,92.99,106.8,0.822044190572744,12.989999999999995,26.799999999999997,9871653.0,19.7,1.059005178038328,11.364805758589664,30,25,12,9,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,16090,Phahon Yothin Road,trunk,URBAN,90.0,89.1,102.75,0.6166598355381048,-0.9000000000000057,12.75,2020164.0,2.9,1.1129871501775717,24.831096869730526,30,17,9,13,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,16391,Ban Bueng Road,trunk,URBAN,90.0,82.1,96.0,0.6878142044761943,-7.900000000000006,6.0,3666999.0,2.7,1.1016695271531152,23.690745138727323,30,17,9,13,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,16481,Chaeng Sanit Road,trunk,URBAN,80.0,90.1,106.0,0.6999994220588576,10.099999999999994,26.0,346056.0,5.9,1.0111692317908898,11.021748057240028,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,16998,Kanchanapisek Expressway,motorway,URBAN,80.0,73.85,92.25,0.384336769538249,-6.150000000000006,12.25,16125639.0,3.8,1.2386743407217293,18.682062632044993,30,13,14,9,10,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,20122, ,primary,URBAN,85.0,89.2,104.0,0.6041827749183827,4.200000000000003,19.0,1250653.0,10.1,1.0000033872964431,0.6623079629210201,30,21,12,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,29139, ,primary,URBAN,80.0,84.6,99.0,0.5999994199401378,4.599999999999994,19.0,344792.0,0.7,6.100266466883122,178.13071550633256,30,17,6,13,10,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,29668, ,primary,URBAN,80.0,90.6,105.0,0.7499989755735763,10.599999999999994,25.0,244039.0,3.4,1.0021031262666422,7.346280640534641,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,29673, ,primary,URBAN,90.0,96.6,115.0,0.6333324335429845,6.599999999999994,25.0,333411.0,3.0,1.0053759173496721,5.369188331285711,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,29716, ,primary,URBAN,80.0,88.6,105.0,0.6833319470481724,8.599999999999994,25.0,156293.0,5.5,1.0047658449069494,10.805216833868894,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,33812,Suranarai Road,primary,RURAL,90.0,95.8,112.0,0.6166660146826793,5.799999999999997,22.0,153378.0,11.2,1.1520822476237254,7.227009407511887,28,21,9,8,10,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,33993,Khotchaseni Road,trunk,RURAL,90.0,101.25,114.5,0.7414711645926156,11.25,24.5,798116.0,19.7,1.166151344153346,11.762796319873782,28,21,9,8,10,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34009,Khotchaseni Road,trunk,RURAL,90.0,95.0,109.5,0.7153407578449519,5.0,19.5,1776907.0,20.0,1.1160216967718184,14.679348880782854,28,21,12,8,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,34726,Suwinthawong Road,trunk,URBAN,80.0,78.55,89.0,0.7342318247622425,-1.4500000000000028,9.0,2662166.0,0.3,1.0768280380560937,61.55507883560827,30,17,9,13,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,35295,Nittayo Road,trunk,URBAN,80.0,91.2,106.0,0.7499994194943099,11.200000000000003,26.0,430659.0,4.3,1.0006239274752187,4.868565849986202,30,25,8,13,0,0,76,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,52405, ,secondary,URBAN,66.0,94.33333333,113.66666667,0.4810732247626598,28.333333330000002,47.66666667,355713.0,2.7,1.0963391818922523,52.591401421864106,30,21,6,12,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,55619,Phahonyothin Road,trunk,RURAL,90.0,94.39375,110.58333333,0.6611246258133027,4.393749999999997,20.583333330000002,7075011.0,72.5,1.1128875403545686,14.36807756094145,28,21,12,8,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,55621,Phahonyothin Road,trunk,RURAL,87.0,95.125,110.75,0.6529348354594507,8.125,23.75,2369264.0,60.9,1.1236801803905125,34.567474817759106,28,21,12,8,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,55624,Phahonyothin Road,trunk,RURAL,90.0,95.86875,111.54166666,0.7269521856559674,5.868750000000006,21.541666660000004,6280563.0,69.7,1.1128394356555096,13.434242611557561,28,21,12,8,7,0,76,Critical review,"Integrated speed-limit, design, and enforcement review",High
Thailand,30,Kanchanaphisek Road,motorway,URBAN,80.0,87.6,106.0,0.6666667699971636,7.599999999999994,26.0,3225895.0,7.8,1.0691644656624657,10.772660999255077,30,25,11,9,0,0,75,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,173,Buraphawithi Expressway,motorway,URBAN,80.0,82.61296296,99.92592592,0.7248066882003324,2.6129629600000044,19.925925919999997,79510537.0,15.3,1.0552040639824698,6.059723341071045,30,21,15,9,0,0,75,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,15206,Nakhon In Road,primary,URBAN,80.0,85.8,101.625,0.6015894780972246,5.799999999999997,21.625,8176772.0,4.1,1.0249662273199325,9.301403614165348,30,21,11,13,0,0,75,Critical review,Urban high-speed corridor speed-limit review,High
Thailand,15745,Phitsanulok Ring Road,primary,URBAN,85.0,92.3,109.5,0.6425161460672209,7.299999999999997,24.5,1037714.0,4.3,1.0105568269230125,8.097214506689069,30,21,11,13,0,0,75,Critical review,Urban high-speed corridor speed-limit review,High
